资金,日期(月/日/年),操作
600,9/12/16,1
600,9/12/16,1
601.23,9/13/16,1
601.23,9/13/16,1
599.16,9/14/16,1
599.16,9/14/16,1
600.7,9/15/16,1
600.7,9/15/16,1
599.45,9/16/16,1
599.45,9/16/16,1
597.41,9/17/16,1
597.41,9/17/16,1
601.88,9/18/16,1
601.88,9/18/16,1
600.51,9/19/16,1
600.51,9/19/16,1
599.0,9/20/16,1
599.0,9/20/16,1
589.38,9/21/16,1
589.38,9/21/16,1
587.94,9/22/16,1
587.94,9/22/16,1
584.65,9/23/16,1
584.65,9/23/16,1
594.29,9/24/16,1
594.29,9/24/16,1
592.18,9/25/16,1
592.18,9/25/16,1
589.46,9/26/16,1
589.46,9/26/16,1
596.33,9/27/16,1
596.33,9/27/16,1
596.04,9/28/16,1
596.04,9/28/16,1
594.25,9/29/16,1
594.25,9/29/16,1
599.7,9/30/16,1
599.7,9/30/16,1
605.04,10/1/16,1
605.04,10/1/16,1
603.23,10/2/16,1
603.23,10/2/16,1
602.12,10/3/16,1
602.12,10/3/16,1
599.93,10/4/16,1
599.93,10/4/16,1
597.53,10/5/16,1
597.53,10/5/16,1
602.35,10/6/16,1
602.35,10/6/16,1
607.4,10/7/16,1
607.4,10/7/16,1
604.97,10/8/16,1
604.97,10/8/16,1
605.87,10/9/16,1
605.87,10/9/16,1
607.73,10/10/16,1
607.73,10/10/16,1
605.0,10/11/16,1
605.0,10/11/16,1
624.92,10/12/16,1
624.92,10/12/16,1
625.85,10/13/16,1
625.85,10/13/16,1
623.94,10/14/16,1
623.94,10/14/16,1
627.8,10/15/16,1
627.8,10/15/16,1
631.22,10/16/16,1
631.22,10/16/16,1
628.81,10/17/16,1
628.81,10/17/16,1
626.17,10/18/16,1
626.17,10/18/16,1
619.24,10/19/16,1
619.24,10/19/16,1
617.73,10/20/16,1
617.73,10/20/16,1
621.86,10/21/16,1
621.86,10/21/16,1
645.04,10/22/16,1
645.04,10/22/16,1
642.85,10/23/16,1
642.85,10/23/16,1
641.02,10/24/16,1
641.02,10/24/16,1
644.88,10/25/16,1
644.88,10/25/16,1
641.08,10/26/16,1
641.08,10/26/16,1
671.36,10/27/16,1
671.36,10/27/16,1
